Image Name,Raw Endings (Noisy),Raw Bifurcations (Noisy),Spur-Pruned Endings,Spur-Pruned Bifurcations,Final Endings (Clean),Final Bifurcations (Clean)
00007_77.bmp,10,222,1,213,1,13
00007_78.bmp,7,262,0,255,0,10
00007_79.bmp,16,258,0,242,0,10
00008_00.bmp,40,273,1,234,1,9
00008_01.bmp,85,159,3,77,3,12
00008_02.bmp,84,169,4,89,4,22
00008_03.bmp,71,191,4,124,4,10
00008_04.bmp,64,247,1,184,1,22
00008_05.bmp,81,212,2,133,2,21
00008_06.bmp,36,307,0,271,0,15
00008_07.bmp,42,272,1,231,1,16
00008_08.bmp,55,253,1,199,1,19
00008_09.bmp,66,230,3,167,3,13
00008_10.bmp,49,240,1,192,1,13
00008_11.bmp,92,163,5,76,5,11
00008_12.bmp,98,158,5,65,5,8
00008_13.bmp,103,128,5,30,5,9
00008_14.bmp,64,208,2,146,2,12
00008_15.bmp,29,258,0,229,0,20
00008_16.bmp,44,272,0,228,0,24
00008_17.bmp,56,214,0,158,0,19
00008_18.bmp,71,218,1,148,1,18
00008_19.bmp,68,230,3,165,3,18
00008_20.bmp,45,237,0,192,0,15
00008_21.bmp,73,183,4,114,4,18
00008_22.bmp,85,189,4,108,4,9
00008_23.bmp,93,157,6,70,6,12
00008_24.bmp,66,213,1,148,1,17
00008_25.bmp,52,204,1,153,1,16
00008_26.bmp,48,246,1,199,1,7
00008_27.bmp,56,219,1,164,1,17
00008_28.bmp,52,211,1,160,1,13
00008_29.bmp,45,230,2,187,2,19
00008_30.bmp,49,280,0,231,0,18
00008_31.bmp,76,204,8,136,8,21
00008_32.bmp,67,241,0,174,0,21
00008_33.bmp,84,197,2,115,2,15
00008_34.bmp,39,260,0,221,0,17
00008_35.bmp,53,242,1,190,1,23
00008_36.bmp,63,265,2,204,2,11
00008_37.bmp,69,267,0,198,0,18
00008_38.bmp,50,213,0,163,0,20
00008_39.bmp,50,282,1,233,1,13
00008_40.bmp,56,264,1,209,1,16
00008_41.bmp,80,185,1,106,1,18
00008_42.bmp,58,235,3,180,3,17
00008_43.bmp,73,209,1,137,1,11
00008_44.bmp,33,276,0,243,0,18
00008_45.bmp,32,281,0,249,0,12
00008_46.bmp,53,231,1,179,1,11
00008_47.bmp,62,225,2,165,2,11
00008_48.bmp,33,276,0,243,0,16
00008_49.bmp,47,275,0,228,0,17
00008_50.bmp,38,284,0,246,0,12
00008_51.bmp,49,268,0,219,0,20
00008_52.bmp,88,168,9,89,9,20
00008_53.bmp,87,129,5,47,5,14
00008_54.bmp,46,258,0,212,0,19
00008_55.bmp,62,253,0,191,0,12
00008_56.bmp,54,225,0,171,0,15
00008_57.bmp,55,254,0,199,0,16
00008_58.bmp,42,258,0,216,0,25
00008_59.bmp,25,283,0,258,0,20
00008_60.bmp,59,270,1,212,1,12
00008_61.bmp,70,137,4,71,4,12
00008_62.bmp,65,167,5,107,5,14
00008_63.bmp,60,208,0,148,0,12
00008_64.bmp,57,245,2,190,2,19
00008_65.bmp,51,235,1,185,1,12
00008_66.bmp,61,216,1,156,1,18
00008_67.bmp,62,213,3,154,3,19
00008_68.bmp,58,243,7,192,7,13
00008_69.bmp,44,236,1,193,1,20
00008_70.bmp,23,289,0,266,0,13
00008_71.bmp,32,279,0,247,0,22
00008_72.bmp,48,272,0,224,0,15
00008_73.bmp,62,258,2,198,2,18
00008_74.bmp,48,280,0,232,0,12
00008_75.bmp,24,312,0,288,0,15
00008_76.bmp,43,254,0,211,0,16
00008_77.bmp,37,259,0,222,0,11
00008_78.bmp,30,269,1,240,1,19
00008_79.bmp,41,262,1,222,1,13
00009_00.bmp,71,154,4,87,4,20
00009_01.bmp,84,138,3,57,3,19
00009_02.bmp,77,143,6,72,6,17
00009_03.bmp,72,156,4,88,4,20
00009_04.bmp,78,164,8,94,8,18
00009_05.bmp,75,185,4,114,4,17
00009_06.bmp,75,201,2,128,2,12
00009_07.bmp,47,251,0,204,0,22
00009_08.bmp,73,175,2,104,2,18
00009_09.bmp,66,145,9,88,9,15
00009_10.bmp,35,288,0,253,0,21
00009_11.bmp,78,119,9,50,9,13
00009_12.bmp,69,141,4,76,4,21
00009_13.bmp,31,281,0,250,0,15
00009_14.bmp,50,258,1,209,1,13
00009_15.bmp,65,219,2,156,2,19
00009_16.bmp,25,315,0,290,0,11
00009_17.bmp,49,252,1,204,1,16
00009_18.bmp,39,300,0,261,0,18
00009_19.bmp,51,233,1,183,1,16
00009_20.bmp,81,172,1,92,1,16
00009_21.bmp,91,81,22,12,22,3
00009_22.bmp,81,172,1,92,1,18
00009_23.bmp,77,127,5,55,5,16
00009_24.bmp,74,168,0,94,0,15
00009_25.bmp,71,190,2,121,2,20
00009_26.bmp,73,189,1,117,1,11
00009_27.bmp,77,156,5,84,5,20
00009_28.bmp,74,178,2,106,2,17
00009_29.bmp,78,192,3,117,3,13
00009_30.bmp,77,139,9,71,9,10
00009_31.bmp,70,99,8,37,8,9
00009_32.bmp,53,71,11,29,11,9
00009_33.bmp,90,107,22,39,22,7
00009_34.bmp,53,165,6,118,6,16
00009_35.bmp,57,147,3,93,3,18
00009_36.bmp,49,159,0,110,0,14
00009_37.bmp,51,160,3,112,3,14
00009_38.bmp,42,193,4,155,4,13
00009_39.bmp,59,201,3,145,3,14
00009_40.bmp,54,207,1,154,1,25
00009_41.bmp,92,89,22,19,22,4
00009_42.bmp,87,119,9,41,9,14
00009_43.bmp,94,117,16,39,16,11
00009_44.bmp,57,228,0,171,0,16
00009_45.bmp,51,261,0,210,0,18
00009_46.bmp,55,244,0,189,0,18
00009_47.bmp,28,318,0,290,0,11
00009_48.bmp,26,297,0,271,0,9
00009_49.bmp,53,252,0,199,0,20
00009_50.bmp,86,167,5,86,5,15
00009_51.bmp,85,107,13,35,13,7
00009_52.bmp,79,92,16,29,16,5
00009_53.bmp,83,87,20,24,20,11
00009_54.bmp,82,173,3,94,3,20
00009_55.bmp,64,213,1,150,1,19
00009_56.bmp,81,171,2,92,2,18
00009_57.bmp,76,172,8,104,8,12
00009_58.bmp,67,192,3,128,3,18
00009_59.bmp,75,181,2,108,2,17
00009_60.bmp,68,161,5,98,5,21
00009_61.bmp,91,80,25,14,25,7
00009_62.bmp,90,99,14,23,14,14
00009_63.bmp,94,76,27,9,27,5
00009_64.bmp,79,206,1,128,1,20
00009_65.bmp,76,187,7,118,7,16
00009_66.bmp,75,162,2,89,2,13
00009_67.bmp,75,190,2,117,2,16
00009_68.bmp,79,163,4,88,4,19
00009_69.bmp,85,202,2,119,2,21
00009_70.bmp,86,157,7,78,7,13
00009_71.bmp,86,91,10,15,10,7
00009_72.bmp,75,111,4,40,4,18
00009_73.bmp,111,131,11,31,11,13
00009_74.bmp,82,202,1,121,1,23
00009_75.bmp,75,207,1,133,1,10
00009_76.bmp,81,169,4,92,4,20
00009_77.bmp,70,186,2,118,2,14
00009_78.bmp,83,193,1,111,1,16
00009_79.bmp,77,192,2,117,2,19
